start,end,today,diviceid,titre_entretien,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
2019-11-22T16:32:48.440+01,2019-11-24T16:19:30.064+01,11/22/2019,3.56676E+14,,mbomou,gambo,gambo,Gambo centre,mbomou,gambo,ngandou,nganito,,evaluation_ki,hote,habite_localite,,,,oui,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,gambo,,non,,,,,baisse_assistance,,,non,destruction_inondation,,aliment_moins_chers restrictions_adultes diminution_nb_repas,1,0,0,1,1,0,0,0,0,,strategie_survie_nsp_nspr,0,0,0,0,0,0,0,0,0,0,0,1,,non,,,non,,oui,oui,oui,non,,majorite,agriculture,,nsp,oui,,,oui,petit,oui,non,,diarrhee,,cholera,,nsp,,oui,maison,,acces_pas_sur,non,,,,pas_suffisant,existence_infra,,non,,non,oui,non,mariage_force,,aucun,,violence_voisins,,aucun,,non,,,neutre,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,riviere,,riviere,,inf_cinq_min,oui,insuffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_enseignant,,moins_moitie,plus_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,education,eha,sante,,non,,oui,,,,,,,75573420,13f50de8-0de4-4ea8-aa47-cc2be16c9433,2019-11-25T08:16:43,,233
2019-11-22T16:21:52.365+01,2019-11-24T08:25:38.078+01,11/22/2019,3.56676E+14,,mbomou,gambo,gambo,GAMBO,mbomou,gambo,ngandou,touaka,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_armes,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,gambo,,non,,,,,baisse_assistance,,,non,autre,La culture on été pouri,aliment_moins_chers diminution_quantites diminution_nb_repas,1,1,0,0,1,0,0,0,0,,strategie_survie_2 strategie_survie_4,0,1,0,1,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,minorite,agriculture,,inf_dix,oui,,,non,,,non,,diarrhee,,palu,,maladie,,non,maison,,acces_pas_sur,non,,,,insuffisant,existence_infra,,non,,non,non,oui,violence_sexuelle,,aucun,,harcelement,,nsp,,oui,avec_autre_famille,,nsp,autorite_locale,,non,,urgence,,nsp,,autre,Pas encore construite,,oui,non,non,non,oui,non,oui,non,non,,non,non,non,non,non,non,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,insuffisant,indispo_source,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,finances,,non,,chef_communaute,,non,non,,eha,education,sante,,non,,oui,,,,,,,75573855,6acca34d-5b10-4ad1-87c5-aa084472b820,2019-11-25T08:19:43,,234
2019-11-25T11:33:25.057+01,2019-11-25T12:33:41.228+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,alindao,Alindao,basse_kotto,alindao,bakou,autre,Datoko pk10,evaluation_presentielle,retourne,habite_localite,,,,oui,,oui,6_dernier_mois,conflits_armes,,oui,oui,inf_moitie,6_dernier_mois,oui,basse_kotto,alindao,conflits_armes,,securite,,,oui,derniere_annee,oui,basse_kotto,alindao,,non,,,,,meilleure_secu,,,oui,,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,oui,oui,oui,,minorite,peche_chasse,,inf_dix,oui,,,non,,,non,,fievre,,palu,,nsp,,oui,poste_sante,,,oui,hopital,,demie_journee,pas_suffisant,destruction_combat,,oui,,non,non,oui,aucun,,aucun,,aucun,,autre,Pauvreté,oui,perdu_pendant_deplacement,,fragile,autorite_locale,,oui,,urgence,,urgence,,urgence,,,oui,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,forage,,riviere,,sup_trente_min,oui,pas_suffisant,distance,,,latrine_non_acceptable,,oui,oui,,oui,,,plus_moitie,plus_moitie,moins_moitie,moins_moitie,mouvement_recent,,oui,,chef_communaute,,non,oui,,nfi,secal,protection,,non,,oui,,,,,,,75642224,76f26f1f-df22-4dd6-bfda-ca1b830de699,2019-11-25T14:09:47,,235
2019-11-25T11:41:52.535+01,2019-11-25T12:53:53.996+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,bakou,Betego ,basse_kotto,alindao,bakou,autre,Betego,evaluation_ki,idp,habite_localite,,,,oui,,oui,6_dernier_mois,conflits_armes,,oui,oui,minorite,6_dernier_mois,oui,basse_kotto,alindao,conflits_armes,,securite,,,oui,6_dernier_mois,oui,basse_kotto,alindao,,non,,,,,assistance_humanitaire,,,non,destruction_combat,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,oui,oui,oui,,minorite,agriculture,,inf_dix,non,manque_moyens,,non,,,oui,,palu,,palu,,maladie,,oui,maison,,maternite_trop_chere,oui,poste_sante,,demie_journee,pas_suffisant,destruction_combat,,oui,,non,non,oui,mariage_force,,enlevement,,harcelement,,kidnapping_travail_force,,oui,avec_autre_famille,,bonne,leaders_religieux,,non,,urgence,,urgence,,urgence,,,oui,non,oui,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,oui,insuffisant,route_difficile_acces,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,finances,,non,,chef_religieux,,non,non,,sante,secal,subsistance,,oui,Wa Agathe,oui,,,,,,,75642272,4e2e67ef-bed9-4f59-8424-76c28844db4e,2019-11-25T14:10:00,,236
2019-11-25T12:30:58.778+01,2019-11-25T13:58:11.522+01,11/25/2019,3.56676E+14,,basse_kotto,mingala,kotto,Zunguinza,basse_kotto,mingala,kotto,autre,Zounguinza,evaluation_presentielle,rapatrie,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,majorite,3_dernier_mois,oui,haut_mbomou,zemio,conflits_communautaire,,acces_abris,,,non,,,,,,non,,,,,,,,non,destruction_combat,,aliment_moins_chers emprunter_argent_nourriture,1,0,1,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_2,1,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,minorite,agriculture,,inf_dix,non,insecurite,,oui,petit,oui,non,,palu,,palu,,accouchement,,oui,maison,,manque_personnel,non,,,,pas_suffisant,destruction_combat,,non,,oui,oui,non,mariage_force,,separation_familiale,,violence_sexuelle,,travail_force,,oui,engagement_arme,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,non,non,non,oui,oui,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,insuffisant,discrimination,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,ecole_pas_important,,non,,humanitaire_onu,,non,non,,protection,sante,eha,,oui,Ngbalinda  sylvestre,oui,,,,,,,75642451,cbd46ad8-2ea3-440d-8e73-c1e24a4f76fb,2019-11-25T14:11:01,,237
2019-11-25T11:42:58.848+01,2019-11-25T12:54:23.558+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,bakou,Datoko,basse_kotto,alindao,bakou,autre,Datoko,evaluation_ki,retourne,habite_localite,,,,oui,,oui,derniere_annee,conflits_armes,,oui,oui,minorite,6_dernier_mois,non,,,conflits_armes,,securite,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,oui,non,non,non,,oui,oui,oui,oui,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,palu,,fievre,,maladie,,oui,poste_sante,,,oui,poste_sante,,inf_trente_min,pas_suffisant,existence_infra,,oui,,oui,oui,non,autre,autre,vol_betail,,aucun,,aucun,,non,,,fragile,personne,,non,,urgence,,urgence,,urgence,,,oui,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,forage,,puit_non_protege,,inf_quinze_min,oui,pas_suffisant,route_difficile_acces,,,latrine_non_acceptable,,oui,oui,,oui,,,moins_moitie,moins_moitie,presque_aucun,presque_aucun,enfant_pas_interesse,,oui,,chef_religieux,,non,oui,,subsistance,sante,eha,,oui,Zegbo Philippe,oui,,,,,,,75642486,2f679a7c-2aa7-4c83-8f95-0ec687b31d67,2019-11-25T14:11:21,,238
2019-11-25T13:02:51.706+01,2019-11-25T13:48:56.674+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,alindao,Togbo,basse_kotto,alindao,bakou,autre,Togbo,evaluation_ki,idp,visite_localite,,,,oui,,non,,,,oui,non,minorite,3_dernier_mois,oui,basse_kotto,mingala,conflits_armes,,securite,,,non,,,,,,oui,plus_de_un_an,oui,rdc,,famille,,,non,destruction_combat,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_3,0,0,1,0,0,0,0,0,0,0,0,0,,oui,oui,oui,non,,oui,oui,oui,oui,,minorite,agriculture,,aucun,oui,,,oui,petit,oui,non,,diarrhee,,meningite,,maladie,,oui,poste_sante,,,oui,poste_sante,,demie_journee,insuffisant,medicament_indispo,,oui,,oui,oui,non,mariage_force,,recrutement_force,,travail_force,,violence_voisins,,oui,mariage,,fragile,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,forage,,puit_non_protege,,inf_cinq_min,oui,insuffisant,insuffisance_recipient,,,latrine_non_acceptable,,non,oui,,oui,,,plus_moitie,plus_moitie,moins_moitie,moins_moitie,enfant_pas_interesse,,oui,,chef_religieux,,non,oui,,protection,subsistance,sante,,non,,oui,,,,,,,75642500,57e1f300-7011-4ac7-aa93-3421314732d8,2019-11-25T14:11:27,,239
2019-11-25T12:14:48.147+01,2019-11-25T13:01:14.005+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,alindao,Pouloubou ,basse_kotto,mingala,kotto,mbo_pouloubou,,evaluation_ki,idp,contact_dans_localite,,courier,,oui,,oui,3_dernier_mois,conflits_armes,,oui,oui,minorite,3_dernier_mois,oui,basse_kotto,mingala,conflits_armes,,securite,,,oui,3_dernier_mois,oui,basse_kotto,mingala,,non,,,,,mauvaises_conditions_vie,,,non,destruction_combat,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_3,0,0,1,0,0,0,0,0,0,0,0,0,,oui,oui,oui,non,,oui,oui,oui,oui,,majorite,agriculture,,cinquante_cent,oui,,,oui,grand,oui,non,,palu,,fievre,,accouchement,,oui,poste_sante,,,oui,poste_sante,,inf_trente_min,insuffisant,destruction_catastrophe_naturelle,,non,,oui,non,oui,mariage_force,,recrutement_force,,violence_sexuelle,,pillage_criminalite,,non,,,fragile,leaders_religieux,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,oui,oui,oui,oui,,non,non,non,oui,oui,non,non,non,oui,non,,source_amenagee,,source_amenagee,,inf_trente_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,oui,,oui,,,moins_moitie,majorite,moins_moitie,moins_moitie,enregistrement_prevu,,non,,groupes_armes,,non,non,,education,secal,sante,,non,,oui,,,,,,,75642655,b05b3dcc-dddc-4d66-ba36-958b481e7715,2019-11-25T14:12:25,,240
2019-11-25T10:56:57.268+01,2019-11-25T13:15:30.022+01,11/25/2019,3.56676E+14,,basse_kotto,alindao,bakou,Bedeko,basse_kotto,alindao,bakou,autre,Bedeko,evaluation_ki,hote,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_armes,,oui,oui,minorite,3_dernier_mois,oui,basse_kotto,alindao,conflits_armes,,securite,,,oui,dernier_mois,oui,basse_kotto,alindao,,non,,,,,autre,Il y a personne de la localite de bedeko sont retournés a bedeko,,non,secu,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_8,0,0,0,0,0,0,1,0,0,0,0,0,,non,,,non,,oui,oui,oui,oui,,inf_moitie,petit_commerce,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,diarrhee,,maladie,,oui,maison,,accouchement_assiste_domicile,oui,poste_sante,,inf_demie_journee,pas_suffisant,medicament_indispo,,oui,,oui,oui,oui,mariage_force,,recrutement_force,,violence_sexuelle,,travail_force,,oui,engagement_arme,,fragile,comite_protection,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,source_non_amenagee,,source_non_amenagee,,inf_quinze_min,non,insuffisant,insecurite,,,latrine_non_acceptable,,non,non,,oui,,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,oui,,subsistance,secal,sante,,oui,Passikouzou Francis ,oui,,,,,,,75642782,130f5602-4d4a-4c11-ba07-0d6877ee6367,2019-11-25T14:12:54,,241
2019-11-25T08:31:57.405+01,2019-11-25T18:49:11.370+01,11/25/2019,3.56676E+14,,vakaga,birao,ouandja,Birao,vakaga,birao,ouandja,sergobo,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_inondation,,diminution_quantites diminution_nb_repas,0,1,0,0,1,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,insuffisant,medicament_indispo,,non,,non,non,oui,aucun,,aucun,,aucun,,aucun,,non,,,,autorite_locale,,non,,aucun,,aucun,,batiment_abandonné,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,forage,,forage,,sup_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,oui,,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,secal,eha,,oui,Assane nguerguer,oui,,,,,,,75689196,8f98406b-b1e3-42a6-b758-02f56a051e1a,2019-11-25T18:07:19,,242
2019-11-25T08:49:58.337+01,2019-11-25T18:50:24.661+01,11/25/2019,3.56676E+14,,vakaga,birao,ouandja,Birao,vakaga,birao,ouandja,koumbal,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,secu,,diminution_quantites diminution_nb_repas,0,1,0,0,1,0,0,0,0,,strategie_survie_2 strategie_survie_10,0,1,0,0,0,0,0,0,1,0,0,0,,non,,,non,,oui,oui,oui,non,,minorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,infection_respi,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,oui,aucun,,aucun,,aucun,,aucun,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,oui,,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,education,secal,,oui,Alias moussa,oui,,,,,,,75689221,8b96ba04-a1e7-4a73-bb16-664dadb079cc,2019-11-25T18:07:29,,243
2019-11-25T09:12:37.877+01,2019-11-25T18:54:19.110+01,11/25/2019,3.56676E+14,,vakaga,birao,ouandja,Birao,vakaga,birao,ouandja,sergobo,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_inondation,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,oui,,non,non,oui,aucun,,aucun,,aucun,,aucun,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,existence_enseignant,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,secal,,oui,Assane,oui,,,,,,,75689247,c1757b69-1b1b-43b1-b2d5-22de44891aea,2019-11-25T18:07:37,,244
2019-11-25T09:32:06.209+01,2019-11-25T18:54:36.297+01,11/25/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,tissi_1,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,oui,,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_2 strategie_survie_10,0,1,0,0,0,0,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,agriculture,,inf_dix,oui,,,oui,grand,oui,non,,palu,,infection_respi,,maladie,,non,maison,,acces_physique,oui,centre_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,non,violence_sexuelle,,violence_sexuelle,,violence_sexuelle,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,riviere,,riviere,,inf_trente_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,education,sante,,non,,oui,,,,,,,75689262,8ca6c3bf-4673-45c7-a12e-6b1965680d25,2019-11-25T18:07:46,,245
2019-11-25T10:15:31.259+01,2019-11-25T18:55:16.420+01,11/25/2019,3.56676E+14,,vakaga,birao,ouandja,Birao,vakaga,birao,ouandja,koumbal,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_inondation,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_2 strategie_survie_7 strategie_survie_10,0,1,0,0,0,1,0,0,1,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,oui,aucun,,aucun,,aucun,,aucun,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,sante,,oui,Selemane,oui,,,,,,,75689270,7139f315-5f38-45d4-a702-4d534307d5c0,2019-11-25T18:07:54,,246
2019-11-25T11:13:07.096+01,2019-11-25T19:03:57.425+01,11/25/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,delembe,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites diminution_nb_repas,0,1,0,0,1,0,0,0,0,,strategie_survie_2 strategie_survie_10,0,1,0,0,0,0,0,0,1,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,toux,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,non,aucun,,aucun,,aucun,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_enseignant,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,sante,,oui,Kamiss,oui,,,,,,,75689277,e5f3da8e-f41e-4cf7-bb3b-1e4fd5af21bd,2019-11-25T18:08:04,,247
2019-11-25T11:31:26.004+01,2019-11-25T19:04:34.156+01,11/25/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,delembe,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites diminution_nb_repas,0,1,0,0,1,0,0,0,0,,strategie_survie_10,0,0,0,0,0,0,0,0,1,0,0,0,,non,,,non,,non,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,palu,,infection_respi,,maladie,,non,centre_sante,,,oui,centre_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,non,aucun,,aucun,,aucun,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,toilette_latrine_acceptable,,non,non,,non,existence_enseignant,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,sante,,non,,non,,,,,,,75689283,191c0e66-e5b9-4aa3-af8a-67f4572c4ec2,2019-11-25T18:08:11,,248
