start,end,today,diviceid,titre_entretien,date_enquete,enqueteur,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,genre_informateur,age_informateur,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
,,,,,,,,,,,mbomou,ouango,ngbandinga,tikembe,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,AC,,,non,,,,1,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,oui,non,,AC,agriculture,,AC,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,juste_assez,,,non,,non,oui,non,AC,,AC,,aucun,,aucun,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,AC,,urgence,,,oui,non,non,non,oui,oui,oui,non,non,,non,oui,oui,oui,oui,non,non,non,oui,non,,source_non_amenagee,,riviere,,AC,non,juste_assez,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,moins_moitie,AC,moins_moitie,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,abris,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,tondomazouma,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,baisse_assistance,,,non,,,,1,0,0,0,0,1,0,0,0,,,1,1,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,oui,,minorite,peche_chasse,,nsp,oui,,,oui,petit,non,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,AC,,,AC,,oui,oui,non,mariage_force,,AC,,nsp,,aucun,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,non,non,non,oui,non,oui,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,AC,,inf_cinq_min,oui,juste_assez,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,AC,plus_moitie,moins_moitie,plus_moitie,finances,,non,,chef_communaute,,non,non,,AC,eha,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,ziangba,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,AC,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,0,0,1,0,0,0,0,0,1,,0,,oui,AC,oui,non,,oui,oui,oui,oui,,majorite,AC,,inf_dix,non,inondation,,oui,petit,oui,non,,palu,,AC,,maladie,,non,centre_sante,,,oui,centre_sante,,inf_trente_min,juste_assez,,,non,,non,oui,non,mariage_force,,AC,,aucun,,aucun,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,oui,non,non,non,non,oui,non,,riviere,,riviere,,inf_cinq_min,oui,AC,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,majorite,majorite,AC,plus_moitie,AC,,non,,chef_communaute,,non,non,,AC,sante,abris,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,bohong,,,,,,,,,,,,AC,,,,AC,AC,,,,,,,,,,,oui,3_dernier_mois,oui,AC,AC,,oui,3_dernier_mois,oui,camroun,,AC,,,AC,,,,AC,AC,0,0,AC,0,0,0,AC,,,1,0,0,0,0,0,0,0,0,0,,0,,oui,AC,AC,AC,,AC,AC,AC,AC,,AC,agriculture,,dix_trente,oui,,,oui,petit,oui,AC,,autre,,AC,,AC,,AC,centre_sante,,,oui,AC,,AC,AC,,,oui,,non,non,oui,aucun,,AC,,aucun,,AC,,oui,AC,,bonne,autorite_locale,,AC,,AC,,AC,,AC,,,oui,non,non,oui,AC,AC,oui,non,non,,oui,oui,oui,oui,non,AC,non,oui,oui,AC,,AC,,AC,,AC,oui,AC,,,,AC,,AC,AC,,oui,,,AC,plus_moitie,AC,AC,AC,,AC,,AC,,AC,oui,,sante,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,gouni,,,,,,,,,,,,non,,,,oui,oui,minorite,dernier_mois,oui,nana_mambere,bouar,conflits_armes,,securite,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,1,1,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,diarrhee,,nsp,,non,centre_sante,,,oui,centre_sante,,demie_journee,pas_suffisant,existence_infra,,non,,non,oui,non,nsp,,travail_force,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,admin_legale,,non,,habitat_long_terme,,urgence,,nsp,,,oui,non,non,non,oui,non,oui,non,non,,non,oui,oui,oui,oui,oui,non,non,oui,non,,riviere,,riviere,,inf_trente_min,oui,insuffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,prix_transport,,non,,humanitaire_ong_int,,non,non,,education,sante,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,kolo kobe,,,,,,,,,,,,non,,,,non,oui,inf_moitie,nsp,non,,,nsp,,securite,,,non,,,,,,non,,,,,,,,oui,,,,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,1,,oui,oui,non,non,,oui,oui,non,non,,inf_moitie,agriculture,,dix_trente,oui,,,non,,,non,,palu,,diarrhee,,animal,,non,poste_sante,,,oui,poste_sante,,inf_heure,pas_suffisant,medicament_indispo,,non,,non,non,oui,mariage_force,,violence_sexuelle,,harcelement,,separation_familiale,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,non,oui,non,non,,oui,oui,oui,oui,non,non,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,pas_suffisant,qualite_eau,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,presque_aucun,presque_aucun,enfant_pas_interesse,,oui,,chef_communaute,,non,non,,sante,eha,education,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,maikolo_2,,,,,,,,,,,,AC,,,,oui,oui,majorite,dernier_mois,oui,ouham_pende,bocaranga,conflits_communautaire,,securite,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,famille,,,non,,,,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,AC,non,non,,majorite,AC,,dix_trente,oui,,,non,,,non,,palu,,palu,,AC,,AC,maison,,,AC,,,,AC,,,non,,non,oui,non,mariage_force,,mariage_force,,violence_sexuelle,,pillage_criminalite,,non,,,bonne,comite_protection,,non,,urgence,,urgence,,urgence,,,non,non,non,non,oui,non,oui,non,AC,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,AC,AC,insuffisant,distance,,,defecation_air_libre,,non,non,,oui,,,AC,majorite,moins_moitie,AC,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,eha,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,tomboro,,,,,,,,,,,,oui,3_dernier_mois,conflits_armes,,non,oui,minorite,3_dernier_mois,oui,ouham_pende,koui,conflits_armes,,famille,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,non,,,,,nsp,,,non,,,,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,oui,non,oui,non,,oui,oui,non,non,,majorite,agriculture,,cinquante_cent,oui,,,oui,petit,oui,non,,autre,,rougeole,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,juste_assez,,,non,,non,non,oui,mariage_force,,autre,,separation_familiale,,aucun,,oui,avec_autre_famille,,bonne,comite_protection,,oui,,habitat_long_terme,,nsp,,nsp,,,nsp,non,non,oui,non,non,non,non,non,,oui,oui,non,oui,non,non,non,nsp,oui,non,,source_amenagee,,source_amenagee,,inf_quinze_min,non,insuffisant,insuffisance_recipient,,,latrine_non_acceptable,,non,non,,oui,,,majorite,plus_moitie,majorite,plus_moitie,finances,,non,,humanitaire_ong_int,,oui,non,,education,sante,subsistance,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,bocaranga,bocaranga,zai,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,non,minorite,dernier_mois,oui,ouham_pende,bocaranga,autre,,nsp,,,non,,,,,,non,,,,,,,,non,,,,0,1,1,0,1,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,,0,,oui,oui,non,non,,oui,oui,non,non,,sup_moitie,agriculture,,inf_dix,oui,,,non,,,non,,palu,,palu,,maladie,,oui,maison,,,oui,centre_sante,,inf_demie_journee,pas_suffisant,distance_infra,,non,,non,non,non,autre,,mariage_force,,harcelement,,travail_force,,non,,,fragile,admin_legale,,non,,habitat_long_terme,,urgence,,batiment_abandonné,,,oui,non,non,non,non,non,oui,non,non,,oui,oui,non,oui,oui,oui,non,non,non,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,finances,,oui,,humanitaire_ong_int,,non,non,,education,sante,abris,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,bonawala,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,non,non,,,,,,,,,,,non,,,,,,oui,dernier_mois,oui,tchad,,meilleure_secu,,,oui,,,,1,1,0,1,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,0,,0,,oui,non,oui,non,,oui,oui,non,non,,sup_moitie,agriculture,,inf_dix,non,insecurite,,non,,,non,,diarrhee,,palu,,nsp,,nsp,maison,,,non,,,,pas_suffisant,destruction_combat,,non,,oui,non,non,mariage_force,,travail_force,,violence_sexuelle,,travail_force,,non,,,fragile,personne,,non,,urgence,,habitat_long_terme,,batiment_abandonné,,,non,non,non,non,non,non,non,non,non,,non,non,oui,oui,non,oui,non,non,oui,non,,riviere,,riviere,,sup_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,destruction_combat,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,finances,,non,,chef_communaute,,non,non,,sante,education,abris,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,boranguel,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,non,non,,,,,,,,,,,oui,3_dernier_mois,oui,ouham_pende,koui,,oui,dernier_mois,oui,camroun,,famille,,,oui,,,,1,1,0,1,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1,,0,,oui,non,oui,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,grand,oui,non,,fievre,,palu,,maladie,,oui,poste_sante,,,oui,poste_sante,,inf_demie_journee,insuffisant,medicament_indispo,,non,,oui,non,non,aucun,,aucun,,nsp,,aucun,,oui,etudes,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,insecurite,,aucun,aucun,aucun,aucun,autre,,non,,chef_communaute,,non,non,,abris,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,gbafou,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,oui,derniere_annee,non,,,,oui,derniere_annee,non,,,mauvaises_conditions_vie,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,agriculture,,inf_dix,oui,,,oui,grand,non,non,,palu,,palu,,nsp,,nsp,maison,,,oui,poste_sante,,sup_demie_journee,pas_suffisant,existence_infra,,non,,non,oui,non,nsp,,nsp,,violence_sexuelle,,incident_transhumance,,non,,,neutre,autorite_locale,,non,,urgence,,nsp,,nsp,,,oui,non,non,non,oui,non,oui,non,non,,oui,oui,oui,oui,non,non,non,non,oui,non,,riviere,,riviere,,sup_trente_min,oui,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,finances,,non,,chef_communaute,,non,oui,,subsistance,abris,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,jean basse,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,non,oui,minorite,dernier_mois,oui,ouham_pende,koui,conflits_armes,,securite,,,oui,dernier_mois,oui,ouham_pende,koui,,oui,dernier_mois,oui,camroun,,famille,,,non,,,,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,,0,,oui,non,non,non,,oui,oui,non,oui,,majorite,agriculture,,dix_trente,non,manque_semence_outils,,non,,,non,,palu,,palu,,autre,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,oui,oui,non,mariage_force,,mariage_force,,violence_sexuelle,,harcelement,,oui,etudes,,bonne,comite_protection,,oui,,urgence,,urgence,,urgence,,,oui,oui,oui,oui,oui,non,oui,oui,non,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,inf_trente_min,non,pas_suffisant,indispo_marche,,,defecation_air_libre,,oui,non,,oui,,,plus_moitie,majorite,moins_moitie,plus_moitie,finances,,non,,chef_communaute,,non,oui,,education,sante,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,mbella,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,oui,majorite,dernier_mois,oui,ouham_pende,koui,conflits_armes,,acces_aide_humanitaire,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,meilleure_secu,,,non,,,,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,non,insecurite,,oui,grand,oui,non,,palu,,palu,,maladie,,oui,maison,,,oui,centre_sante,,inf_demie_journee,insuffisant,ressource_financiere,,non,,oui,oui,non,travail_force,,autre,,autre,,autre,,oui,autre,,bonne,autre,,non,,autre,,autre,,autre,,,non,non,non,non,non,non,non,non,non,,non,non,non,oui,non,non,non,non,oui,non,,riviere,,riviere,,sup_trente_min,oui,suffisant,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,enfant_occupe,,non,,autre,,non,non,,subsistance,sante,nsp,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,mboussarou,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,oui,minorite,dernier_mois,oui,ouham_pende,koui,conflits_armes,,securite,,,oui,dernier_mois,oui,ouham_pende,koui,,oui,dernier_mois,oui,camroun,,famille,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,,0,,non,,,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,palu,,animal,,oui,poste_sante,,,oui,centre_sante,,inf_demie_journee,insuffisant,existence_infra,,non,,non,non,non,mariage_force,,mariage_force,,aucun,,pillage_criminalite,,oui,etudes,,bonne,comite_protection,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,non,oui,non,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_cinq_min,non,insuffisant,indispo_marche,,,defecation_air_libre_cours_eau,,non,non,,oui,,,plus_moitie,plus_moitie,presque_aucun,moins_moitie,finances,,oui,,chef_communaute,,non,non,,abris,eha,nfi,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,saah,,,,,,,,,,,,non,,,,oui,oui,minorite,3_dernier_mois,oui,ouham_pende,koui,conflits_armes,,securite,,,oui,3_dernier_mois,oui,ouham_pende,koui,,oui,3_dernier_mois,oui,camroun,,famille,,,non,,,,1,1,0,0,1,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,agriculture,,inf_dix,oui,,,oui,grand,non,non,,autre,,autre,,maladie,,oui,poste_sante,,,oui,poste_sante,,inf_trente_min,pas_suffisant,medicament_indispo,,non,,non,non,oui,autre,,autre,,autre,,autre,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,oui,non,,forage,,forage,,inf_quinze_min,oui,insuffisant,autre,,,defecation_air_libre_cours_eau,,non,non,,oui,,,plus_moitie,plus_moitie,plus_moitie,plus_moitie,prix_transport,,non,,autre,,non,non,,education,sante,abris,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,saah_2,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,oui,3_dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,famille,,,oui,,,,1,1,1,0,0,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,,0,,oui,non,oui,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,fievre,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,non,non,non,aucun,,aucun,,aucun,,aucun,,oui,etudes,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,sup_trente_min,non,insuffisant,indispo_marche,,,defecation_air_libre,,non,non,,non,existence_enseignant,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,sante,subsistance,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,sagoldoro,,,,,,,,,,,,non,,,,oui,oui,majorite,dernier_mois,oui,ouham_pende,koui,conflits_communautaire,,securite,,,oui,dernier_mois,oui,ouham_pende,koui,,oui,dernier_mois,oui,camroun,,meilleure_secu,,,non,,,,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,agriculture,,inf_dix,oui,,,oui,grand,oui,oui,,palu,,diarrhee,,maladie,,non,maison,,,oui,hopital,,demie_journee,pas_suffisant,abs_travailleur_sante,,non,,non,non,non,mariage_force,,vol_betail,,separation_familiale,,vol_betail,,oui,mariage,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,non,oui,non,non,,oui,oui,non,oui,non,non,non,non,non,non,,source_amenagee,,puit_non_protege,,sup_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,destruction_combat,,plus_moitie,moins_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,eha,sante,education,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,sangoldoro,,,,,,,,,,,,non,,,,oui,oui,majorite,dernier_mois,oui,ouham_pende,koui,conflits_armes,,securite,,,oui,dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,mauvaises_conditions_vie,,,non,,,,1,1,0,0,0,1,0,0,0,,,1,1,1,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,grand,nsp,non,,autre,,autre,,autre,,oui,maison,,,non,,,,pas_suffisant,ressource_financiere,,non,,non,non,oui,autre,,autre,,autre,,autre,,oui,recherche_travail,,bonne,autorite_locale,,non,,habitat_long_terme,,autre,,autre,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,oui,oui,non,,riviere,,riviere,,inf_trente_min,oui,suffisant,,,,latrine_non_acceptable,,non,non,,oui,,,plus_moitie,plus_moitie,plus_moitie,plus_moitie,autre,,non,,autre,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,toubanko_2,,,,,,,,,,,,oui,dernier_mois,conflits_armes,,oui,oui,majorite,dernier_mois,oui,ouham_pende,bocaranga,conflits_armes,,securite,,,oui,3_dernier_mois,oui,ouham_pende,bocaranga,,oui,dernier_mois,oui,camroun,,famille,,,oui,,,,1,1,0,0,1,0,0,0,0,,,1,1,1,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,grand,non,non,,toux,,palu,,maladie,,oui,maison,,,non,,,,insuffisant,medicament_indispo,,non,,non,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,pillage_criminalite,,oui,etudes,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,oui,oui,non,,riviere,,riviere,,sup_trente_min,non,insuffisant,indispo_marche,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,mouvement_recent,,non,,chef_communaute,,non,oui,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,ouham_pende,koui,koui,wantiguira,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,oui,plus_de_un_an,oui,nana_mambere,bouar,,oui,plus_de_un_an,oui,camroun,,meilleure_secu,,,non,,,,1,0,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,agriculture,,dix_trente,non,insecurite,,oui,grand,oui,oui,,diarrhee,,palu,,maladie,,non,maison,,,oui,centre_sante,,inf_demie_journee,pas_suffisant,medicament_indispo,,oui,,non,non,non,mariage_force,,aucun,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,non,oui,non,non,,non,non,non,oui,non,non,non,non,non,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,non,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,manque_enseignant,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
